Observation #,Code,Food name in English,Nom d’aliment en français,"Weight of ingredients (edible portion, raw) / Poids des ingrédients (parte comestible, cru) (g)",Yield factor / Factor de rendement,Method,Méthode
,04_045,"Parsley, fresh, raw","Persil, frais, cru",3.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,04_049,"Pepper, sweet, green, fresh, raw","Poivron vert, frais, cru",11.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",36.0,,,
,03_042,"African locust bean, fermented (soumbala)","Néré, fermenté (soumbala)",15.0,,,
,13_019,Baking soda (sodium bicarbonate),Bicarbonate de soude,0.6,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",41.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",84.0,,,
1,14_015,"Blouvank koèég zéédo (Burkina Faso)*: jute mallow leaf sauce with lamb, vegetables, fermented African locust beans and red palm oil","Blouvank koèég zéédo (Burkina Faso)*: sauce de feuilles de corète potagère avec agneau, légumes, néré fermenté et huile de palme rouge",,0.4796388601523559,"Fry the onion, chopped leaves, chilli and pieces of meat. Add the water and potash and boil for a few minutes. Add the salt, soumbala and stock cube and cook.","Faire revenir l’oignon, les feuilles hachées, le piment et les morceaux de viande. Ajouter l’eau et la potasse et laisser bouillir quelques minutes. Ajouter le sel, le soumbala et le bouillon-cube et laisser cuire."
,13_015,Salt,Sel,3.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",9.0,,,
,04_131,"Green leafy vegetable, average, fresh, raw","Légumes-feuilles verts, non spécifiés, frais, crus",40.0,,,
,12_019,"Water, tap",Eau du robinet,820.0,,,
,03_042,"African locust bean, fermented (soumbala)","Néré, fermenté (soumbala)",11.0,,,
,04_038,"Jute mallow (bush-okra), leaves, fresh, raw","Corète potagère, feuilles, fraîches, crues",20.0,,,
,13_024,"Potash, solid","Potasse, solide",3.3,,,
,07_004,"Lamb/mutton meat, moderately fat, ca. 20% fat, raw","Viande d’agneau/mouton, teneur modérée en matière grasse (env. 20%), crue",88.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",21.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",43.0,,,
2,14_015,"Blouvank koèég zéédo (Burkina Faso)*: jute mallow leaf sauce with lamb, vegetables, fermented African locust beans and red palm oil","Blouvank koèég zéédo (Burkina Faso)*: sauce de feuilles de corète potagère avec agneau, légumes, néré fermenté et huile de palme rouge",,0.5319443164008482,"Fry the onion, chopped leaves, chilli and pieces of meat. Add the water and potash and boil for a few minutes. Add the salt, soumbala and stock cube and cook.","Faire revenir l’oignon, les feuilles hachées, le piment et les morceaux de viande. Ajouter l’eau et la potasse et laisser bouillir quelques minutes. Ajouter le sel, le soumbala et le bouillon-cube et laisser cuire."
,13_015,Salt,Sel,3.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",6.0,,,
,04_131,"Green leafy vegetable, average, fresh, raw","Légumes-feuilles verts, non spécifiés, frais, crus",30.0,,,
,12_019,"Water, tap",Eau du robinet,900.0,,,
,03_042,"African locust bean, fermented (soumbala)","Néré, fermenté (soumbala)",9.0,,,
,04_038,"Jute mallow (bush-okra), leaves, fresh, raw","Corète potagère, feuilles, fraîches, crues",25.0,,,
,13_024,"Potash, solid","Potasse, solide",3.7,,,
,07_004,"Lamb/mutton meat, moderately fat, ca. 20% fat, raw","Viande d’agneau/mouton, teneur modérée en matière grasse (env. 20%), crue",50.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",20.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",33.0,,,
1,14_016,"Blouvank zéédo (Burkina Faso)*: jute mallow leaf sauce with fish, vegetables and red palm oil","Blouvank zéédo (Burkina Faso)*: sauce de feuilles de corète potagère avec poisson, légumes et huile de palme rouge",,0.5927872682143379,"Fry the onion, chilli and tomato in red palm oil. Add the water and crumbled fish. Boil until the water turns yellow. Add the fresh leaves and potash. Let it boil for a few minutes, then add the salt and stock cube and cook.","Faire revenir l’oignon, le piment et la tomate dans l’huile de palme rouge. Ajouter l’eau et le poisson émietté. Faire bouillir jusqu’à ce que l’eau devienne jaune. Ajouter les feuilles fraîches et la potasse. Laisser bouillir quelques minutes, puis ajouter le sel et le bouillon-cube et laisser cuire."
,13_015,Salt,Sel,2.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",2.5,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",7.0,,,
,12_019,"Water, tap",Eau du robinet,400.0,,,
,04_004,"Okra, leaves, fresh, raw","Gombo, feuilles, fraîches, crues",95.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",48.0,,,
,13_024,"Potash, solid","Potasse, solide",0.4,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",64.0,,,
,11_004,"Palm oil, red","Huile de palme, rouge",20.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",46.0,,,
2,14_016,"Blouvank zéédo (Burkina Faso)*: jute mallow leaf sauce with fish, vegetables and red palm oil","Blouvank zéédo (Burkina Faso)*: sauce de feuilles de corète potagère avec poisson, légumes et huile de palme rouge",,0.5184840361494133,"Fry the onion, chilli and tomato in red palm oil. Add the water and crumbled fish. Boil until the water turns yellow. Add the fresh leaves and potash. Let it boil for a few minutes, then add the salt and stock cube and cook.","Faire revenir l’oignon, le piment et la tomate dans l’huile de palme rouge. Ajouter l’eau et le poisson émietté. Faire bouillir jusqu’à ce que l’eau devienne jaune. Ajouter les feuilles fraîches et la potasse. Laisser bouillir quelques minutes, puis ajouter le sel et le bouillon-cube et laisser cuire."
,13_015,Salt,Sel,2.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",2.5,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",7.0,,,
,12_019,"Water, tap",Eau du robinet,450.0,,,
,04_004,"Okra, leaves, fresh, raw","Gombo, feuilles, fraîches, crues",58.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",35.0,,,
,13_024,"Potash, solid","Potasse, solide",1.47,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",30.0,,,
,11_004,"Palm oil, red","Huile de palme, rouge",15.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",22.0,,,
1,14_012,"Clear sauce with fish, red palm oil and vegetables (Burkina Faso)*","Sauce claire avec poisson, huile de palme rouge et légumes (Burkina Faso)*",,0.4027603513174404,"Boil the onion, eggplant, fish and pepper, then add the red palm oil. Add the raw okra in small slices and cook. Remove the onion, chilli and eggplant and pound them. Pour the resulting dough into the sauce. Add the salt and stock cube and cook.","Faire bouillir l’oignon, l’aubergine, le poisson et le piment, puis ajouter l’huile de palme rouge. Ajouter l’gombo cru coupé en tranches fines et laisser cuire. Retirer l’oignon, le piment et l’aubergine et les broyer. Verser la pâte ainsi créée dans la sauce. Ajouter le sel et le  bouillon-cube et laisser cuire."
,13_015,Salt,Sel,2.5,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",80.0,,,
,13_006,"Chilli pepper, dried","Piment rouge, séché",1.5,,,
,12_019,"Water, tap",Eau du robinet,610.0,,,
,04_012,"Eggplant, fruit, raw","Aubergine, fruit, cru",50.0,,,
,11_004,"Palm oil, red","Huile de palme, rouge",10.0,,,
,04_017,"Okra, fruit, fresh, raw","Gombo, fruit, frais, cru",16.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",22.0,,,
2,14_012,"Clear sauce with fish, red palm oil and vegetables (Burkina Faso)*","Sauce claire avec poisson, huile de palme rouge et légumes (Burkina Faso)*",,0.3588850174216028,"Boil the onion, eggplant, fish and pepper, then add the red palm oil. Add the raw okra in small slices and cook. Remove the onion, chilli and eggplant and pound them. Pour the resulting dough into the sauce Add the salt and stock cube and cook.","Faire bouillir l’oignon, l’aubergine, le poisson et le piment, puis ajouter l’huile de palme rouge. Ajouter l’gombo cru coupé en tranches fines et laisser cuire. Retirer l’oignon, le piment et l’aubergine et les broyer. Verser la pâte ainsi créée dans la sauce. Ajouter le sel et le bouillon cube et laisser cuire."
,13_015,Salt,Sel,2.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",69.0,,,
,13_006,"Chilli pepper, dried","Piment rouge, séché",2.0,,,
,12_019,"Water, tap",Eau du robinet,650.0,,,
,04_012,"Eggplant, fruit, raw","Aubergine, fruit, cru",75.0,,,
,11_004,"Palm oil, red","Huile de palme, rouge",15.0,,,
,04_017,"Okra, fruit, fresh, raw","Gombo, fruit, frais, cru",21.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",22.0,,,
1,14_027,Curry sauce with beef meat and vegetables (Burkina Faso)*,Sauce au curry avec viande de bœuf et légumes (Burkina Faso)*,,0.5419508399322562,"Brown the meat in the oil, then remove it. Fry the onion cut into strips and the tomato cut into cubes. Add the water, curry, wheat flour and pieces of meat. Fry for a few minutes. Add the chilli, meat, stock cube and salt and cook slowly.","Dorer la viande dans l’huile, puis la retirer. Faire revenir l’oignon coupé en rondelles et la tomate coupée en dés. Ajouter l’eau, le curry, la farine de blé et les morceaux de viande. Faire revenir quelques minutes. Ajouter le piment, la viande, le bouillon-cube et le sel et cuire à feu doux."
,13_015,Salt,Sel,3.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",2.5,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",8.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",75.0,,,
,01_043,"Wheat flour, white, unfortified","Farine de blé, blanche, non enrichie",21.0,,,
,07_002,"Beef meat, moderately fat, ca. 20% fat, raw","Viande de bœuf, teneur modérée en matière grasse (env. 20%), crue",126.0,,,
,13_022,Curry powder,"Curry, en poudre",4.85,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",20.0,,,
,12_019,"Water, tap",Eau du robinet,800.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",32.0,,,
2,14_027,Curry sauce with beef meat and vegetables (Burkina Faso)*,Sauce au curry avec viande de bœuf et légumes (Burkina Faso)*,,0.6009577015163607,"Brown the meat in the oil, then remove it. Fry the onion cut into strips and the tomato cut into cubes. Add the water, curry, wheat flour and pieces of meat. Fry for a few minutes. Add the chilli, meat, stock cube and salt and cook slowly.","Dorer la viande dans l’huile, puis la retirer. Faire revenir l’oignon coupé en rondelles et la tomate coupée en dés. Ajouter l’eau, le curry, la farine de blé et les morceaux de viande. Faire revenir quelques minutes. Ajouter le piment, la viande, le bouillon-cube et le sel et cuire à feu doux."
,13_015,Salt,Sel,5.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",6.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",85.0,,,
,01_043,"Wheat flour, white, unfortified","Farine de blé, blanche, non enrichie",29.0,,,
,07_002,"Beef meat, moderately fat, ca. 20% fat, raw","Viande de bœuf, teneur modérée en matière grasse (env. 20%), crue",115.0,,,
,13_022,Curry powder,"Curry, en poudre",13.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",46.0,,,
,12_019,"Water, tap",Eau du robinet,903.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",46.0,,,
1,14_003,"Éindo tomate ne ziim zéindo (Burkina Faso)*: sauce with fish, tomato and fermented African locust beans","Éindo tomate ne ziim zéindo (Burkina Faso)*: sauce avec poisson, tomate et néré fermenté (soumbala)",,0.41967975206611574,"Fry the fish, onion, tomato, tomato paste, garlic and parsley. Add the water and other ingredients and cook.","Faire revenir le poisson, l’oignon, la tomate, le concentré de tomate, l’ail et le persil. Ajouter l’eau et les autres ingrédients et laisser cuire."
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",50.0,,,
,13_015,Salt,Sel,2.0,,,
,09_021,"Carp, fillet, raw","Carpe, filet, cru",104.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",87.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",7.0,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",3.33,,,
,13_014,"Pepper, black","Poivre, noir",0.8,,,
,12_019,"Water, tap",Eau du robinet,510.0,,,
,13_019,Baking soda (sodium bicarbonate),Bicarbonate de soude,0.15,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,03_042,"African locust bean, fermented (soumbala)","Néré, fermenté (soumbala)",15.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",87.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",58.0,,,
2,14_003,"Éindo tomate ne ziim zéindo (Burkina Faso)*: sauce with fish, tomato and fermented African locust beans","Éindo tomate ne ziim zéindo (Burkina Faso)*: sauce avec poisson, tomate et néré fermenté (soumbala)",,0.5708835751754207,"Fry the fish, onion, tomato, tomato paste, garlic and parsley. Add the water and other ingredients and cook.","Faire revenir le poisson, l’oignon, la tomate, le concentré de tomate, l’ail et le persil. Ajouter l’eau et les autres ingrédients et laisser cuire."
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",30.0,,,
,13_015,Salt,Sel,5.0,,,
,09_021,"Carp, fillet, raw","Carpe, filet, cru",145.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",85.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",7.0,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",3.0,,,
,13_014,"Pepper, black","Poivre, noir",0.5,,,
,12_019,"Water, tap",Eau du robinet,360.0,,,
,13_019,Baking soda (sodium bicarbonate),Bicarbonate de soude,0.45,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,03_042,"African locust bean, fermented (soumbala)","Néré, fermenté (soumbala)",10.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",40.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",43.0,,,
3,14_003,"Éindo tomate ne ziim zéindo (Burkina Faso)*: sauce with fish, tomato and fermented African locust beans","Éindo tomate ne ziim zéindo (Burkina Faso)*: sauce avec poisson, tomate et néré fermenté (soumbala)",,0.5335902070503177,"Fry the fish, onion, tomato, tomato paste, garlic and parsley. Add the water and other ingredients and cook.","Faire revenir le poisson, l’oignon, la tomate, le concentré de tomate, l’ail et le persil. Ajouter l’eau et les autres ingrédients et laisser cuire."
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",50.0,,,
,13_015,Salt,Sel,2.2,,,
,09_021,"Carp, fillet, raw","Carpe, filet, cru",139.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",87.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",8.0,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",2.7,,,
,13_014,"Pepper, black","Poivre, noir",0.87,,,
,12_019,"Water, tap",Eau du robinet,510.0,,,
,13_019,Baking soda (sodium bicarbonate),Bicarbonate de soude,0.16,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,03_042,"African locust bean, fermented (soumbala)","Néré, fermenté (soumbala)",15.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",50.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",54.0,,,
1,14_004,Epinard zéédo (Burkina Faso)*: spinach sauce with fish and vegetables,Epinard zéédo (Burkina Faso)*: sauce épinards avec poisson et légumes,,0.6114327680142099,"Wash and pre-cook the spinach leaves in water without their stems. Drain. Fry the fish in the oil, then remove and crumble by stripping the edges. Add the vegetables to the oil, then the fish and other ingredients. Add the water, salt, stock cube and spinach. Cover and let everything cook.","Laver et pré-cuire les feuilles d’épinard équeutées dans l’eau.  Égoutter. Faire frire le poisson dans l’huile, puis le retirer et l’émietter en retirant les bords. Ajouter les légumes dans l’huile, puis le poisson et les autres ingrédients. Ajouter l’eau, le sel, le bouillon-cube et les épinards Couvrir et laisser cuire."
,13_015,Salt,Sel,10.0,,,
,12_019,"Water, tap",Eau du robinet,130.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",80.0,,,
,13_014,"Pepper, black","Poivre, noir",0.51,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",50.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",6.0,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",7.0,,,
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",20.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",50.0,,,
,04_057,"Spinach, leaves, fresh, raw","Épinard, feuilles, fraîches, crues",146.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",81.0,,,
2,14_004,Epinard zéédo (Burkina Faso)*: spinach sauce with fish and vegetables,Epinard zéédo (Burkina Faso)*: sauce épinards avec poisson et légumes,,0.5726039581943518,"Wash and pre-cook the spinach leaves in water without their stems. Drain. Fry the fish in the oil, then remove and crumble by stripping the edges. Add the vegetables to the oil, then the fish and other ingredients. Add the water, salt, stock cube and spinach. Cover and let everything cook.","Laver et pré-cuire les feuilles d’épinard équeutées dans l’eau. Égoutter. Faire frire le poisson dans l’huile, puis le retirer et l’émietter en retirant les bords. Ajouter les légumes dans l’huile, puis le poisson et les autres ingrédients. Ajouter l’eau, le sel, le bouillon-cube et les épinards. Couvrir et laisser cuire."
